,Date,Open,High,Low,Close,Volume,reportedEPS,estimatedEPS,surprise,surprisePercentage,O-PH,O-PL,O-PO,O-PC,H-PO,H-PH,H-PL,H-PC,L-PO,L-PH,L-PL,L-PC,C-PO,C-PH,C-PL,C-PC
27,12/26/2023,193.610001,193.889999,192.830002,193.050003,28919300,1.46,1.39,0.07,5.036,1.28999400000001,2.34999099999999,1.56999199999999,2.12998999999999,1.80000299999998,1.520005,2.58000199999998,2.36000099999998,-0.640000000000015,-0.919997999999993,0.139998999999989,-0.0800020000000075,-0.00999500000000353,-0.289992999999981,0.770004,0.550003000000004
28,12/22/2023,195.179993,195.410004,192.970001,193.600006,37122800,1.46,1.39,0.07,5.036,0.690002000000021,3.13000500000001,0.920013000000012,2.5,1.90000900000001,1.66999800000002,4.11000100000001,3.479996,-1.679993,-1.91000399999999,0.529999000000004,-0.100006000000008,-0.5,-0.73001099999999,1.709992,1.07998699999999
29,12/21/2023,196.100006,197.080002,193.5,194.679993,46482500,1.46,1.39,0.07,5.036,-0.180008000000015,3.39999399999999,0.799987999999985,2.220001,1.57998699999999,0.599990999999989,4.179993,3,-1.270004,-2.25,1.33000200000001,0.150009000000011,-1.270004,-2.25,1.33000200000001,0.150009000000011
30,12/20/2023,196.899994,197.679993,194.830002,194.830002,52242800,1.46,1.39,0.07,5.036,-1.51998900000001,1.33000199999998,-0.739990000000006,1.33000199999998,0.0500030000000038,-0.729996,2.11999499999999,2.11999499999999,-1.009995,-1.78999400000001,1.05999699999998,1.05999699999998,0.0400080000000003,-0.739991000000003,2.10999999999999,2.10999999999999
31,12/19/2023,196.160004,196.949997,195.889999,196.940002,40714100,1.46,1.39,0.07,5.036,-0.860000999999983,0.199997000000025,-0.070007999999973,-0.850005999999979,0.470001000000025,-0.319991999999985,0.740006000000022,-0.309996999999981,-1.770005,-2.55999800000001,-1.5,-2.550003,-0.270004999999998,-1.05999800000001,0,-1.050003
32,12/18/2023,196.089996,196.630005,194.389999,195.889999,55751900,1.46,1.39,0.07,5.036,0.899993999999992,3.14000000000002,1.44000299999999,1.64000000000001,2.30999799999998,1.76998899999998,4.009995,2.509995,0.910003999999987,0.369994999999989,2.61000100000001,1.11000100000001,1.48001099999999,0.940001999999993,3.18000800000002,1.68000800000002
33,12/15/2023,197.529999,198.399994,197,197.570007,128256700,1.46,1.39,0.07,5.036,-0.379989999999992,1.020004,0.490004999999996,0.449996999999996,2.08999599999999,1.220001,2.61999499999999,2.04998799999999,-1.36999500000002,-2.23999000000001,-0.839996000000014,-1.41000300000002,0.580002000000008,-0.289992999999981,1.11000100000001,0.539994000000007
34,12/14/2023,198.020004,199.619995,196.160004,198.110001,66831600,1.46,1.39,0.07,5.036,-4.52999899999998,-1.07000799999997,-2.93000799999999,-3.020005,-0.0200040000000001,-1.61999499999999,1.83999600000001,-0.110001000000011,-3.16999799999999,-4.76998899999998,-1.30999799999998,-3.259995,-0.0599970000000099,-1.659988,1.800003,-0.149994000000021
35,12/13/2023,195.089996,198,194.850006,197.960007,70404200,1.46,1.39,0.07,5.036,-4.91999799999999,-1.770004,-2.00999400000001,-4.88000499999998,-0.369995000000017,-3.279999,-0.130005000000011,-3.24000599999999,-3.36999500000002,-6.279999,-3.13000500000001,-6.24000599999999,-0.379989000000023,-3.28999300000001,-0.139999000000017,-3.25
36,12/12/2023,193.080002,194.720001,191.720001,194.710007,52696900,1.46,1.39,0.07,5.036,-1.60999999999999,1.39000000000001,0.0299990000000037,-1.60000599999998,0.410002999999989,-1.229996,1.770004,-1.22000199999999,-1.66000400000002,-3.300003,-0.300003000000004,-3.290009,0.0999909999999886,-1.540008,1.459992,-1.53001399999999
37,12/11/2023,193.110001,193.490005,191.419998,193.179993,60943700,1.46,1.39,0.07,5.036,0.709992,2.779999,1.08999599999999,1.020004,2.88000399999999,2.5,4.570007,2.810012,0.559996999999981,0.179992999999996,2.25,0.490004999999996,2.60000599999998,2.22000199999999,4.290009,2.53001399999999
38,12/8/2023,194.199997,195.990005,193.669998,195.710007,53377300,1.46,1.39,0.07,5.036,-2.35999999999999,-0.0399929999999813,-0.569991999999985,-2.08000199999998,0.800003000000004,-0.990004999999997,1.33000200000001,-0.71000699999999,-0.610000999999983,-2.40000899999998,-0.080001999999979,-2.12001099999998,0.0700070000000039,-1.720001,0.600006000000008,-1.44000299999999
39,12/7/2023,193.630005,195,193.589996,194.270004,47477700,1.46,1.39,0.07,5.036,-0.550003000000004,0.860000999999983,0.819991999999985,0.179992999999996,1.12998999999999,-0.240004999999996,1.16999899999999,0.489991000000003,-1.520004,-2.88999899999999,-1.479995,-2.16000299999999,-1.30999800000001,-2.679993,-1.26998900000001,-1.949997
40,12/6/2023,194.449997,194.759995,192.110001,192.320007,41089700,1.46,1.39,0.07,5.036,-4.54998800000001,-1.89999400000002,-4.23999000000001,-2.11000000000001,-0.0500030000000038,-0.360001000000011,2.28999299999998,2.07998699999999,-4.270004,-4.58000200000001,-1.93000800000002,-2.14001400000001,-1.029999,-1.33999700000001,1.30999699999998,1.09999099999999
41,12/5/2023,190.210007,194.399994,190.179993,193.419998,66628400,1.46,1.39,0.07,5.036,-4.41999799999999,-0.199996999999996,-0.23001099999999,-3.44000199999999,-0.160003999999987,-4.34999099999999,-0.129989999999992,-3.36999499999999,-2.76000999999999,-6.949997,-2.729996,-5.970001,-0.780013999999994,-4.970001,-0.75,-3.990005
42,12/4/2023,189.979996,190.050003,187.449997,189.429993,43389500,1.46,1.39,0.07,5.036,0.279999000000004,2.88000500000001,0.350006000000008,0.900009000000011,1.58000200000001,1.509995,4.11000100000001,2.13000500000001,-0.75,-0.820007000000004,1.779999,-0.199996999999996,1.260009,1.19000199999999,3.790008,1.810012
43,12/1/2023,190.330002,191.559998,189.229996,191.240005,45679300,1.46,1.39,0.07,5.036,-1.72000199999999,0.610000000000014,-0.490005999999994,-1.40000899999998,-0.00999500000000353,-1.239991,1.090011,-0.919997999999993,-2.14000000000002,-3.36999600000001,-1.03999400000001,-3.050003,-0.380005000000011,-1.61000100000001,0.720000999999996,-1.290008
44,11/30/2023,189.839996,190.320007,188.190002,189.949997,48794400,1.46,1.39,0.07,5.036,0.579986999999989,2.709992,1.05999799999998,0.949996999999996,2.25,1.76998900000001,3.89999400000002,2.13999900000002,-0.869995000000017,-1.35000600000001,0.779999000000004,-0.979996,-0.470001000000025,-0.950012000000015,1.179993,-0.580002000000008
45,11/29/2023,190.899994,192.089996,188.970001,189.369995,43014200,1.46,1.39,0.07,5.036,-2.30999700000001,0.809998000000007,-1.11999499999999,0.410004000000015,0.180008000000015,-1.00999400000001,2.11000100000001,1.71000700000002,-1.5,-2.69000200000002,0.429992999999996,0.0299990000000037,-0.5,-1.69000200000002,1.429993,1.029999
46,11/28/2023,189.779999,191.080002,189.399994,190.399994,38415400,1.46,1.39,0.07,5.036,-1.16000400000002,0.520004,0.139998999999989,-0.479996,0.889998999999989,-0.410004000000015,1.270004,0.270004,-0.880005000000011,-2.18000800000002,-0.5,-1.5,0.00999400000000605,-1.290009,0.389999000000017,-0.610000999999983
47,11/27/2023,189.919998,190.669998,188.899994,189.789993,40552600,1.46,1.39,0.07,5.036,0.199996999999996,1.970001,0.949996999999996,1.08000199999998,0.979996,0.229996,2,1.11000099999998,-0.669997999999993,-1.41999799999999,0.350006000000008,-0.53999300000001,0.0500030000000038,-0.699996999999996,1.070007,0.180007999999987
48,11/24/2023,190.869995,190.899994,189.25,189.970001,24048300,1.46,1.39,0.07,5.036,0.590011000000004,2.240005,0.620010000000008,1.520004,2.05999800000001,2.029999,3.679993,2.959992,-0.0399929999999813,-0.069991999999985,1.58000200000001,0.860001000000011,0.440003000000019,0.410004000000015,2.05999800000001,1.33999700000001
49,11/22/2023,191.490005,192.929993,190.830002,191.309998,39617700,1.46,1.39,0.07,5.036,-1.51998900000001,0.580001999999979,-0.08000100000001,0.100005999999979,0.0299990000000037,-1.409989,0.690001999999993,0.210005999999993,-1.75,-3.189988,-1.08999700000001,-1.56999300000001,-0.850006000000008,-2.28999400000001,-0.190003000000019,-0.669999000000018
50,11/21/2023,191.410004,191.520004,189.740005,190.639999,38134500,1.46,1.39,0.07,5.036,-1.63000500000001,0.149993999999992,-1.520005,-0.75,0.5,0.389999999999986,2.16999899999999,1.270005,-1.52999899999998,-1.63999899999999,0.140000000000015,-0.759993999999978,0.0399930000000097,-0.0700070000000039,1.709992,0.809998000000007
51,11/20/2023,189.889999,191.910004,189.880005,191.449997,46505100,1.46,1.39,0.07,5.036,-1.66000399999999,0.369994999999989,0.360001000000011,-1.199997,0.490006000000022,-1.52999899999998,0.5,-1.06999199999999,-1.31999199999999,-3.33999699999998,-1.30999800000001,-2.87998999999999,-0.199996999999996,-2.22000199999999,-0.190003000000019,-1.759995
52,11/17/2023,190.25,190.380005,188.570007,189.690002,50922700,1.46,1.39,0.07,5.036,-0.809998000000007,1,-0.679992999999996,-0.119994999999989,0.71000699999999,0.580001999999979,2.38999999999999,1.270005,-1.60000600000001,-1.73001100000002,0.0799869999999885,-1.040008,-0.53999300000001,-0.669998000000021,1.13999999999999,0.0200049999999976
53,11/16/2023,189.570007,190.960007,188.649994,189.710007,54412900,1.46,1.39,0.07,5.036,-3.11000099999998,-0.799987999999985,-1.720001,-1.86000099999998,-0.0700070000000039,-1.46000699999999,0.850006000000008,-0.21000699999999,-1.790008,-3.18000799999999,-0.869994999999989,-1.93000799999999,-1.560012,-2.95001199999999,-0.639998999999989,-1.70001199999999
54,11/15/2023,187.850006,189.5,187.779999,188.009995,53790500,1.46,1.39,0.07,5.036,-1.800003,-0.0800020000000075,-0.150009000000011,-0.309998000000007,0.259995000000004,-1.38999899999999,0.330002000000007,0.100006000000008,-1.550003,-3.199997,-1.479996,-1.709992,-0.410004000000015,-2.05999800000001,-0.339997000000011,-0.569993000000011
55,11/14/2023,187.699997,188.110001,186.300003,187.440002,60108400,1.46,1.39,0.07,5.036,-2.28999400000001,-0.479996,-1.87998999999999,-1.61999499999999,-1.66999799999999,-2.08000200000001,-0.270004,-1.41000299999999,-3.48999000000001,-3.89999400000002,-2.08999600000001,-3.229995,-2.89999399999999,-3.30999800000001,-1.5,-2.63999899999999
56,11/13/2023,185.820007,186.029999,184.210007,184.800003,43627500,1.46,1.39,0.07,5.036,-2.05999800000001,-0.240005999999994,-1.85000600000001,-0.830002000000008,0.75,0.540008,2.36000000000001,1.770004,-2.290008,-2.5,-0.680007999999987,-1.270004,0.579986999999989,0.369994999999989,2.189987,1.59999099999999
57,11/10/2023,183.970001,186.570007,183.529999,186.399994,66133400,1.46,1.39,0.07,5.036,-3.61000000000001,-0.569992000000013,-1.00999400000001,-3.439987,0.149993999999992,-2.45001200000002,0.589995999999985,-2.279999,-2.16000299999999,-4.760009,-1.720001,-4.58999599999999,-1.800003,-4.40000900000001,-1.36000100000001,-4.229996
58,11/9/2023,182.960007,184.119995,181.809998,182.169998,53763500,1.46,1.39,0.07,5.036,-1.76998899999998,0.540008,-0.610000999999983,0.180008000000015,0.489990000000006,-0.669997999999993,1.63999899999999,1.279999,-1.37001099999998,-2.52999899999998,-0.220001999999994,-0.580001999999979,-0.310638999999981,-1.47062699999998,0.839370000000002,0.479370000000017
59,11/8/2023,182.350006,183.449997,181.589996,182.649368,49340300,1.46,1.39,0.07,5.036,-4.270004,-2.41000300000002,-3.17001300000001,-3.46937500000001,0.0899959999999851,-1.009995,0.850005999999979,-0.209366000000017,-3.38000500000001,-4.479996,-2.61999500000002,-3.67936700000001,-0.769226000000003,-1.86921699999999,-0.00921600000000922,-1.06858800000001
60,11/7/2023,179.179993,182.440002,178.970001,181.58078,70530000,1.46,1.39,0.07,5.036,-6.05999699999998,-2.58999599999999,-2.79998799999999,-5.20077499999999,0.25,-3.010009,0.459992,-2.15078700000001,-2.96998600000001,-6.229995,-2.75999400000001,-5.37077300000001,-0.185806999999983,-3.44581599999998,0.024185000000017,-2.58659399999999
61,11/6/2023,176.380005,179.429993,176.210007,178.994186,63841300,1.46,1.39,0.07,5.036,-5.189988,-1.97000199999999,-2.14000000000002,-4.75418100000002,0.440001999999993,-2.60998599999999,0.610000000000014,-2.17417900000001,-3.029999,-6.07998699999999,-2.86000099999998,-5.64418000000001,0.0375669999999957,-3.01242099999999,0.207565000000017,-2.57661400000001
62,11/3/2023,174.240005,176.820007,173.350006,176.417572,79763700,1.46,1.39,0.07,5.036,-1.300003,2.16999799999999,1.279999,-0.897568000000007,3.53999400000001,0.959992,4.429993,1.362427,1.22000199999999,-1.36000000000001,2.11000099999998,-0.957565000000017,3.09637499999999,0.516372999999987,3.98637399999998,0.918807999999984
63,11/2/2023,175.520004,177.779999,175.460007,177.33638,77334800,1.46,1.39,0.07,5.036,-6.779999,-4.46000699999999,-4.520004,-6.33637999999999,-1.290008,-3.550003,-1.23001099999999,-3.10638399999999,-5.40000900000001,-7.66000400000002,-5.340012,-7.216385,-1.77889999999999,-4.038895,-1.71890299999998,-3.59527599999998
64,11/1/2023,171,174.229996,170.119995,173.741104,56934900,1.26,1.19,0.07,5.8824,-4.87998999999999,-0.769988999999981,-1.64999399999999,-4.391098,-0.100006000000008,-3.33000200000001,0.779999000000004,-2.84111000000001,-3.10000600000001,-6.33000200000001,-2.220001,-5.84111000000002,-0.454680999999994,-3.68467699999999,0.425324000000018,-3.195785
65,10/31/2023,169.350006,170.899994,167.899994,170.545319,44846000,1.26,1.19,0.07,5.8824,-1.87998999999999,1.12001000000001,-0.330002000000007,-1.52531500000001,1.81999199999999,0.270004,3.270004,0.624678999999986,-0.480011000000019,-2.029999,0.970000999999996,-1.67532400000002,0.715926999999994,-0.834060999999991,2.16593900000001,-0.479386000000005
66,10/30/2023,169.020004,171.169998,168.869995,170.065933,51131000,1.26,1.19,0.07,5.8824,-4.25999400000001,-1.959991,-2.11000000000001,-3.15592900000001,-0.0599970000000099,-2.209991,0.0900120000000015,-1.10592600000001,-2.19000199999999,-4.33999599999999,-2.03999299999998,-3.23593099999999,-1.021332,-3.17132599999999,-0.87132299999999,-2.067261
67,10/27/2023,166.910004,168.960007,166.830002,167.998672,58499100,1.26,1.19,0.07,5.8824,1.409988,3.53999299999998,3.459991,2.37132299999999,4.47000100000003,2.41999800000002,4.550003,3.38133300000001,-1.24000599999999,-3.290009,-1.16000400000002,-2.32867400000001,-0.239578999999992,-2.289582,-0.159577000000013,-1.328247
68,10/26/2023,170.369995,171.380005,165.669998,166.670425,70625300,1.26,1.19,0.07,5.8824,0.5,6.21000700000002,1.51001000000002,5.20958000000002,2.69000300000002,1.679993,7.39000000000002,6.38957300000001,0.279999000000004,-0.730011000000019,4.979996,3.979569,0.504897999999997,-0.505112000000025,5.20489499999999,4.20446799999999
69,10/25/2023,171.880005,173.059998,170.649994,170.874893,57157000,1.26,1.19,0.07,5.8824,-0.00999500000000353,2.40000900000001,1.16999799999999,2.17511000000002,1.78999299999998,0.609999999999985,3.020004,2.79510500000001,-0.430008000000015,-1.61000100000001,0.800003000000004,0.57510400000001,1.33180199999998,0.151808999999986,2.561813,2.33691400000001
70,10/24/2023,173.050003,173.669998,171.449997,173.211807,43816600,1.26,1.19,0.07,5.8824,-2.75999400000001,-0.53999300000001,-2.13999900000002,-2.30180300000001,0.959992,0.339997000000011,2.55999800000001,0.79818800000001,-3.12001000000001,-3.740005,-1.520004,-3.281814,-0.27761799999999,-0.897612999999979,1.32238800000002,-0.439421999999979
71,10/23/2023,170.910004,174.009995,169.929993,172.772385,55980100,1.26,1.19,0.07,5.8824,1.300003,5.38000500000001,4.39999400000002,2.53761299999999,4.50999400000001,1.41000299999999,5.490005,2.64761299999998,1.729995,-1.36999600000001,2.71000599999999,-0.132386000000025,1.74253800000002,-1.35745299999999,2.72254900000002,-0.119843000000003
72,10/20/2023,175.309998,175.419998,172.639999,172.652542,64189300,1.26,1.19,0.07,5.8824,0.619995000000017,3.39999400000002,0.729995000000002,3.387451,2.52999800000001,2.41999800000002,5.19999700000003,5.187454,-0.119996000000015,-0.229996,2.550003,2.53745999999998,-0.0808420000000183,-0.190842000000004,2.589157,2.57661399999998
73,10/19/2023,176.039993,177.839996,175.190002,175.229156,59302900,1.26,1.19,0.07,5.8824,-2.25999400000001,0.390000000000015,-0.459991000000002,0.350846000000018,1.540009,-0.259994000000006,2.39000000000002,2.35084600000002,-0.929991999999999,-2.729995,-0.0800009999999816,-0.119154999999978,-0.431350000000009,-2.23135300000001,0.418641000000008,0.379487000000012
74,10/18/2023,175.580002,177.580002,175.110001,175.608643,54764400,1.26,1.19,0.07,5.8824,-0.930008000000015,1.53999299999998,1.06999199999999,1.04135099999999,2.83999599999999,0.839995999999985,3.30999699999998,2.81135499999999,-0.779999000000004,-2.779999,-0.309998000000007,-0.808639999999997,1.33691399999998,-0.663086000000021,1.80691499999998,1.30827299999999
75,10/17/2023,176.649994,178.419998,174.800003,176.916916,57549400,1.26,1.19,0.07,5.8824,-1.66999799999999,1.949997,0.100006000000008,-0.166915999999986,2.43000800000002,0.660004000000015,4.279999,2.16308600000002,-0.139998999999989,-1.91000299999999,1.709992,-0.406920999999983,1.834869,0.0648649999999975,3.68485999999999,1.567947
76,10/16/2023,176.75,179.080002,176.509995,178.484863,52517000,1.26,1.19,0.07,5.8824,2.33999599999999,4.91000299999999,4.66999799999999,2.935135,5.179993,2.84999099999999,5.41999799999999,3.44513000000001,1.38999899999999,-0.940003000000019,1.63000399999999,-0.344864000000001,1.86468500000001,-0.465316999999999,2.10469000000001,0.129822000000019
77,10/13/2023,181.419998,181.929993,178.139999,178.614685,51427100,1.26,1.19,0.07,5.8824,-1.85998599999999,1.93000800000002,-1.34999099999999,1.455322,0.919998000000021,0.410003000000017,4.19999700000003,3.72531100000001,-2.38000499999998,-2.88999999999999,0.899994000000021,0.425308000000001,-0.947754000000003,-1.45774900000001,2.332245,1.85755899999998
78,10/12/2023,180.070007,182.339996,179.039993,180.472244,56743100,1.26,1.19,0.07,5.8824,-4.13999900000002,-0.839996000000014,-1.87001000000001,-2.27224699999999,-0.220000999999996,-2.48999000000001,0.810012999999998,-0.622237999999982,-2.470001,-4.73999000000001,-1.439987,-2.87223799999998,-0.506575999999996,-2.77656500000001,0.523437999999999,-0.908812999999981
