Date,Open,High,Low,Close,Volume,reportedEPS,estimatedEPS,surprise,surprisePercentage,,,,,,
9/13/2021,150.630005,151.419998,148.75,147.645111,102404300,1.3,1.01,0.29,28.7129,,,,,,
9/10/2021,155,155.479996,148.699997,147.072479,140893200,1.3,1.01,0.29,28.7129,,,,,,
9/9/2021,155.490005,156.110001,153.949997,152.107529,57305700,1.3,1.01,0.29,28.7129,,,,,,
9/8/2021,156.979996,157.039993,153.979996,153.134277,74420200,1.3,1.01,0.29,28.7129,,,,,,
9/7/2021,154.970001,157.259995,154.389999,154.694168,82278300,1.3,1.01,0.29,28.7129,,,,,,
9/3/2021,153.759995,154.630005,153.089996,152.334579,57808700,1.3,1.01,0.29,28.7129,,,,,,
9/2/2021,153.869995,154.720001,152.399994,151.692871,71115500,1.3,1.01,0.29,28.7129,,,,,,
9/1/2021,152.830002,154.979996,152.339996,150.567398,80313700,1.3,1.01,0.29,28.7129,,,,,,
8/31/2021,152.660004,152.800003,151.289993,149.896057,86453100,1.3,1.01,0.29,28.7129,,,,,,
8/30/2021,149,153.490005,148.610001,151.169617,90956700,1.3,1.01,0.29,28.7129,,,,,,
8/27/2021,147.479996,148.75,146.830002,146.707214,55802400,1.3,1.01,0.29,28.7129,,,,,,
8/26/2021,148.350006,149.119995,147.509995,145.660706,48597200,1.3,1.01,0.29,28.7129,,,,,,
8/25/2021,149.809998,150.320007,147.800003,146.470276,58991300,1.3,1.01,0.29,28.7129,,,,,,
8/24/2021,149.449997,150.860001,149.149994,147.714218,48606400,1.3,1.01,0.29,28.7129,,,,,,
8/23/2021,148.309998,150.190002,147.889999,147.80307,60131800,1.3,1.01,0.29,28.7129,,,,,,
8/20/2021,147.440002,148.5,146.779999,146.302429,60549600,1.3,1.01,0.29,28.7129,,,,,,
8/19/2021,145.029999,148,144.5,144.831406,86960300,1.3,1.01,0.29,28.7129,,,,,,
8/18/2021,149.800003,150.720001,146.149994,144.495743,86326000,1.3,1.01,0.29,28.7129,,,,,,
8/17/2021,150.229996,151.679993,149.089996,148.276978,92229700,1.3,1.01,0.29,28.7129,,,,,,
8/16/2021,148.539993,151.190002,146.470001,149.195099,103296000,1.3,1.01,0.29,28.7129,,,,,,
8/13/2021,148.970001,149.440002,148.270004,147.200851,59375000,1.3,1.01,0.29,28.7129,,,,,,
8/12/2021,146.190002,149.050003,145.839996,146.993515,72282600,1.3,1.01,0.29,28.7129,,,,,,
8/11/2021,146.050003,146.720001,145.529999,144.002121,48493500,1.3,1.01,0.29,28.7129,,,,,,
8/10/2021,146.440002,147.710007,145.300003,143.745407,69023100,1.3,1.01,0.29,28.7129,,,,,,
8/9/2021,146.199997,146.699997,145.520004,144.229141,48908700,1.3,1.01,0.29,28.7129,,,,,,
8/6/2021,146.350006,147.110001,145.630005,144.278549,54126800,1.3,1.01,0.29,28.7129,,,,,,
8/5/2021,146.979996,147.839996,146.169998,144.969604,46397700,1.3,1.01,0.29,28.7129,,,,,,
8/4/2021,147.270004,147.789993,146.279999,144.861176,56368300,1.3,1.01,0.29,28.7129,,,,,,
8/3/2021,145.809998,148.039993,145.179993,145.26535,64786600,1.3,1.01,0.29,28.7129,,,,,,
8/2/2021,146.360001,146.949997,145.25,143.451508,62880000,1.3,1.01,0.29,28.7129,,,,,,
7/30/2021,144.380005,146.330002,144.110001,143.786682,70440600,1.3,1.01,0.29,28.7129,,,,,,
7/29/2021,144.690002,146.550003,144.580002,143.569809,56699500,1.3,1.01,0.29,28.7129,,,,,,
7/28/2021,144.809998,146.970001,142.539993,142.919174,118931200,1.3,1.01,0.29,28.7129,,,,,,
7/27/2021,149.119995,149.210007,145.550003,144.683746,104818600,1.3,1.01,0.29,28.7129,,,,,,
7/26/2021,148.270004,149.830002,147.699997,146.872208,72434100,1.4,0.99,0.41,41.4141,,,,,,
7/23/2021,147.550003,148.720001,146.919998,146.448288,71447400,1.4,0.99,0.41,41.4141,,,,,,
7/22/2021,145.940002,148.199997,145.809998,144.713318,77338200,1.4,0.99,0.41,41.4141,,,,,,
7/21/2021,145.529999,146.130005,144.630005,143.333206,74993500,1.4,0.99,0.41,41.4141,,,,,,
7/20/2021,143.460007,147.100006,142.960007,144.072556,96350000,1.4,0.99,0.41,41.4141,,,,,,
7/19/2021,143.75,144.070007,141.669998,140.425156,121434600,1.4,0.99,0.41,41.4141,,,,,,
7/16/2021,148.460007,149.759995,145.880005,144.309128,93251400,1.4,0.99,0.41,41.4141,,,,,,
7/15/2021,149.240005,150,147.089996,146.369446,106820300,1.4,0.99,0.41,41.4141,,,,,,
7/14/2021,148.100006,149.570007,147.679993,147.029892,127050800,1.4,0.99,0.41,41.4141,,,,,,
7/13/2021,144.029999,147.460007,143.630005,143.569809,100827100,1.4,0.99,0.41,41.4141,,,,,,
7/12/2021,146.210007,146.320007,144,142.445999,76299700,1.4,0.99,0.41,41.4141,,,,,,
7/9/2021,142.75,145.649994,142.649994,143.047348,99890800,1.4,0.99,0.41,41.4141,,,,,,
7/8/2021,141.580002,144.059998,140.669998,141.203934,105575500,1.4,0.99,0.41,41.4141,,,,,,
7/7/2021,143.539993,144.889999,142.660004,142.515015,104911600,1.4,0.99,0.41,41.4141,,,,,,
7/6/2021,140.070007,143.149994,140.070007,140.001251,108181800,1.4,0.99,0.41,41.4141,,,,,,
7/2/2021,137.899994,140,137.75,137.97052,78852600,1.4,0.99,0.41,41.4141,,,,,,
7/1/2021,136.600006,137.330002,135.759995,135.318771,52485800,1.4,0.99,0.41,41.4141,,,,,,
6/30/2021,136.169998,137.410004,135.869995,135.013184,63261400,1.4,0.99,0.41,41.4141,,,,,,
6/29/2021,134.800003,136.490005,134.350006,134.39212,64556100,1.4,0.99,0.41,41.4141,,,,,,
6/28/2021,133.410004,135.25,133.350006,132.864166,62111300,1.4,0.99,0.41,41.4141,,,,,,
6/25/2021,133.460007,133.889999,132.809998,131.217911,70783700,1.4,0.99,0.41,41.4141,,,,,,
6/24/2021,134.449997,134.639999,132.929993,131.513641,68711000,1.4,0.99,0.41,41.4141,,,,,,
6/23/2021,133.770004,134.320007,133.229996,131.79953,60214200,1.4,0.99,0.41,41.4141,,,,,,
6/22/2021,132.130005,134.080002,131.619995,132.075531,74783600,1.4,0.99,0.41,41.4141,,,,,,
6/21/2021,130.300003,132.410004,129.210007,130.419418,79663300,1.4,0.99,0.41,41.4141,,,,,,
6/18/2021,130.710007,131.509995,130.240005,128.60556,108953300,1.4,0.99,0.41,41.4141,,,,,,
6/17/2021,129.800003,132.550003,129.649994,129.916656,96721700,1.4,0.99,0.41,41.4141,,,,,,
6/16/2021,130.369995,130.889999,128.460007,128.299988,91815000,1.4,0.99,0.41,41.4141,,,,,,
6/15/2021,129.940002,130.600006,129.389999,127.797234,62746300,1.4,0.99,0.41,41.4141,,,,,,
6/14/2021,127.82,130.539993,127.07,128.62529,96906500,1.4,0.99,0.41,41.4141,,,,,,
6/11/2021,126.529999,127.440002,126.099998,125.53978,53522400,1.4,0.99,0.41,41.4141,,,,,,
6/10/2021,127.019997,128.190002,125.940002,124.317406,71186400,1.4,0.99,0.41,41.4141,,,,,,
6/9/2021,127.209999,127.75,126.519997,125.322906,56877900,1.4,0.99,0.41,41.4141,,,,,,
6/8/2021,126.599998,128.460007,126.209999,124.938454,74403800,1.4,0.99,0.41,41.4141,,,,,,
6/7/2021,126.169998,126.32,124.830002,124.11039,71057600,1.4,0.99,0.41,41.4141,,,,,,
6/4/2021,124.07,126.160004,123.849998,124.10054,75169300,1.4,0.99,0.41,41.4141,,,,,,
6/3/2021,124.68,124.849998,123.129997,121.783951,76229200,1.4,0.99,0.41,41.4141,,,,,,
6/2/2021,124.279999,125.239998,124.050003,123.282326,59278900,1.4,0.99,0.41,41.4141,,,,,,
6/1/2021,125.080002,125.349998,123.940002,122.513428,67637100,1.4,0.99,0.41,41.4141,,,,,,
5/28/2021,125.57,125.800003,124.550003,122.838722,71311100,1.4,0.99,0.41,41.4141,,,,,,
5/27/2021,126.440002,127.639999,125.080002,123.499214,94625600,1.4,0.99,0.41,41.4141,,,,,,
5/26/2021,126.959999,127.389999,126.419998,125.04689,56575900,1.4,0.99,0.41,41.4141,,,,,,
5/25/2021,127.82,128.320007,126.32,125.096176,72009500,1.4,0.99,0.41,41.4141,,,,,,
5/24/2021,126.010002,127.940002,125.940002,125.293335,63092900,1.4,0.99,0.41,41.4141,,,,,,
5/21/2021,127.82,128,125.209999,123.647079,79295400,1.4,0.99,0.41,41.4141,,,,,,
5/20/2021,125.230003,127.720001,125.099998,125.500351,76857100,1.4,0.99,0.41,41.4141,,,,,,
5/19/2021,123.160004,124.919998,122.860001,122.917603,92612000,1.4,0.99,0.41,41.4141,,,,,,
5/18/2021,126.559998,126.989998,124.779999,123.075317,63342900,1.4,0.99,0.41,41.4141,,,,,,
5/17/2021,126.82,126.93,125.169998,124.475128,74244600,1.4,0.99,0.41,41.4141,,,,,,
5/14/2021,126.25,127.889999,125.849998,125.638374,81918000,1.4,0.99,0.41,41.4141,,,,,,
5/13/2021,124.580002,126.150002,124.260002,123.193619,105861300,1.4,0.99,0.41,41.4141,,,,,,
5/12/2021,123.400002,124.639999,122.25,121.024879,112172300,1.4,0.99,0.41,41.4141,,,,,,
5/11/2021,123.5,126.269997,122.769997,124.120262,126142800,1.4,0.99,0.41,41.4141,,,,,,
5/10/2021,129.410004,129.539993,126.809998,125.04689,88071200,1.4,0.99,0.41,41.4141,,,,,,
5/7/2021,130.850006,131.259995,129.479996,128.359131,78973300,1.4,0.99,0.41,41.4141,,,,,,
5/6/2021,127.889999,129.75,127.129997,127.678963,78128300,1.4,0.99,0.41,41.4141,,,,,,
5/5/2021,129.199997,130.449997,127.970001,126.064995,84000900,1.4,0.99,0.41,41.4141,,,,,,
5/4/2021,131.190002,131.490005,126.699997,125.818962,137564700,1.4,0.99,0.41,41.4141,,,,,,
5/3/2021,132.039993,134.070007,131.830002,130.434433,75135100,1.4,0.99,0.41,41.4141,,,,,,
4/30/2021,131.779999,133.559998,131.070007,129.371613,109839500,1.4,0.99,0.41,41.4141,,,,,,
4/29/2021,136.470001,137.070007,132.449997,131.359497,151101000,1.4,0.99,0.41,41.4141,,,,,,
4/28/2021,134.309998,135.020004,133.080002,131.457932,107760100,1.4,0.99,0.41,41.4141,,,,,,
4/27/2021,135.009995,135.410004,134.110001,132.255051,66015800,1.68,1.41,0.27,19.1489,,,,,,
4/26/2021,134.830002,135.059998,133.559998,132.579819,66905100,1.68,1.41,0.27,19.1489,,,,,,
4/23/2021,132.160004,135.119995,132.160004,132.186172,78657500,1.68,1.41,0.27,19.1489,,,,,,
4/22/2021,133.039993,134.149994,131.410004,129.843964,84566500,1.68,1.41,0.27,19.1489,,,,,,
4/21/2021,132.360001,133.75,131.300003,131.379196,68847100,1.68,1.41,0.27,19.1489,,,,,,
4/20/2021,135.020004,135.529999,131.809998,130.995392,94812300,1.68,1.41,0.27,19.1489,,,,,,
4/19/2021,133.509995,135.470001,133.339996,132.697937,94264200,1.68,1.41,0.27,19.1489,,,,,,
4/16/2021,134.300003,134.669998,133.279999,132.028717,84922400,1.68,1.41,0.27,19.1489,,,,,,
4/15/2021,133.820007,135,133.639999,132.363312,89347100,1.68,1.41,0.27,19.1489,,,,,,
4/14/2021,134.940002,135,131.660004,129.932571,87222800,1.68,1.41,0.27,19.1489,,,,,,
4/13/2021,132.440002,134.660004,131.929993,132.294418,91266500,1.68,1.41,0.27,19.1489,,,,,,
4/12/2021,132.520004,132.850006,130.630005,129.155106,91420000,1.68,1.41,0.27,19.1489,,,,,,
4/9/2021,129.800003,133.039993,129.470001,130.887161,106686700,1.68,1.41,0.27,19.1489,,,,,,
4/8/2021,128.949997,130.389999,128.520004,128.289093,88844600,1.68,1.41,0.27,19.1489,,,,,,
4/7/2021,125.830002,127.919998,125.139999,125.868179,83466700,1.68,1.41,0.27,19.1489,,,,,,
4/6/2021,126.5,127.129997,125.650002,124.205025,80171300,1.68,1.41,0.27,19.1489,,,,,,
4/5/2021,123.870003,126.160004,123.07,123.89994,88651200,1.68,1.41,0.27,19.1489,,,,,,
4/1/2021,123.660004,124.18,122.489998,121.046021,75089100,1.68,1.41,0.27,19.1489,,,,,,
3/31/2021,121.650002,123.519997,121.150002,120.209526,118323800,1.68,1.41,0.27,19.1489,,,,,,
3/30/2021,120.110001,120.400002,118.860001,117.995262,85671900,1.68,1.41,0.27,19.1489,,,,,,
3/29/2021,121.650002,122.580002,120.730003,119.461586,80819200,1.68,1.41,0.27,19.1489,,,,,,
3/26/2021,120.349998,121.480003,118.919998,119.284447,94071200,1.68,1.41,0.27,19.1489,,,,,,
3/25/2021,119.540001,121.660004,119,118.674286,98844700,1.68,1.41,0.27,19.1489,,,,,,
3/24/2021,122.82,122.900002,120.07,118.182236,88530500,1.68,1.41,0.27,19.1489,,,,,,
3/23/2021,123.330002,124.239998,122.139999,120.593323,95467100,1.68,1.41,0.27,19.1489,,,,,,
3/22/2021,120.330002,123.870003,120.260002,121.429817,111912300,1.68,1.41,0.27,19.1489,,,,,,
3/19/2021,119.900002,121.43,119.68,118.083824,185549500,1.68,1.41,0.27,19.1489,,,,,,
3/18/2021,122.879997,123.18,120.32,118.615257,121229700,1.68,1.41,0.27,19.1489,,,,,,
3/17/2021,124.050003,125.860001,122.339996,122.778053,111932600,1.68,1.41,0.27,19.1489,,,,,,
3/16/2021,125.699997,127.220001,124.720001,123.575165,115227900,1.68,1.41,0.27,19.1489,,,,,,
3/15/2021,121.410004,124,120.419998,122.020294,92403800,1.68,1.41,0.27,19.1489,,,,,,
3/12/2021,120.400002,121.169998,119.160004,119.1073,88105100,1.68,1.41,0.27,19.1489,,,,,,
3/11/2021,122.540001,123.209999,121.260002,120.022522,103026500,1.68,1.41,0.27,19.1489,,,,,,
3/10/2021,121.690002,122.169998,119.449997,118.07399,111943300,1.68,1.41,0.27,19.1489,,,,,,
3/9/2021,119.029999,122.059998,118.790001,119.166344,129525800,1.68,1.41,0.27,19.1489,,,,,,
3/8/2021,120.93,121,116.209999,114.511497,154376600,1.68,1.41,0.27,19.1489,,,,,,
3/5/2021,120.980003,121.940002,117.57,119.491104,153766600,1.68,1.41,0.27,19.1489,,,,,,
3/4/2021,121.75,123.599998,118.620003,118.221603,178155000,1.68,1.41,0.27,19.1489,,,,,,
3/3/2021,124.809998,125.709999,121.839996,120.120934,112966300,1.68,1.41,0.27,19.1489,,,,,,
3/2/2021,128.410004,128.720001,125.010002,123.132324,102260900,1.68,1.41,0.27,19.1489,,,,,,
3/1/2021,123.75,127.93,122.790001,125.759911,116307900,1.68,1.41,0.27,19.1489,,,,,,
2/26/2021,122.589996,124.849998,121.199997,119.333656,164560400,1.68,1.41,0.27,19.1489,,,,,,
2/25/2021,124.68,126.459999,120.540001,119.067932,148199500,1.68,1.41,0.27,19.1489,,,,,,
2/24/2021,124.940002,125.559998,122.230003,123.358681,111039900,1.68,1.41,0.27,19.1489,,,,,,
2/23/2021,123.760002,126.709999,118.389999,123.860573,158273000,1.68,1.41,0.27,19.1489,,,,,,
2/22/2021,128.009995,129.720001,125.599998,123.998344,103916400,1.68,1.41,0.27,19.1489,,,,,,
2/19/2021,130.240005,130.710007,128.800003,127.806862,87668800,1.68,1.41,0.27,19.1489,,,,,,
2/18/2021,129.199997,130,127.410004,127.649414,96856700,1.68,1.41,0.27,19.1489,,,,,,
2/17/2021,131.25,132.220001,129.470001,128.761444,97918500,1.68,1.41,0.27,19.1489,,,,,,
2/16/2021,135.490005,136.009995,132.789993,131.074097,80576300,1.68,1.41,0.27,19.1489,,,,,,
2/12/2021,134.350006,135.529999,133.690002,133.219498,60145100,1.68,1.41,0.27,19.1489,,,,,,
2/11/2021,135.899994,136.389999,133.770004,132.983276,64280000,1.68,1.41,0.27,19.1489,,,,,,
2/10/2021,136.479996,136.990005,134.399994,133.239182,73046600,1.68,1.41,0.27,19.1489,,,,,,
2/9/2021,136.619995,137.880005,135.850006,133.84935,76774200,1.68,1.41,0.27,19.1489,,,,,,
2/8/2021,136.029999,136.960007,134.919998,134.735046,71297200,1.68,1.41,0.27,19.1489,,,,,,
2/5/2021,137.350006,137.419998,135.860001,134.587387,75693800,1.68,1.41,0.27,19.1489,,,,,,
2/4/2021,136.300003,137.399994,134.589996,135.005676,84183100,1.68,1.41,0.27,19.1489,,,,,,
2/3/2021,135.759995,135.770004,133.610001,131.615524,89880900,1.68,1.41,0.27,19.1489,,,,,,
2/2/2021,135.729996,136.309998,134.610001,132.647339,83305400,1.68,1.41,0.27,19.1489,,,,,,
2/1/2021,133.75,135.380005,130.929993,131.812073,106239800,1.68,1.41,0.27,19.1489,,,,,,
1/29/2021,135.830002,136.740005,130.210007,129.669907,177523800,1.68,1.41,0.27,19.1489,,,,,,
1/28/2021,139.520004,141.990005,136.699997,134.710861,142621100,1.68,1.41,0.27,19.1489,,,,,,
1/27/2021,143.429993,144.300003,140.410004,139.59462,140843800,1.68,1.41,0.27,19.1489,,,,,,
1/26/2021,143.600006,144.300003,141.369995,140.675537,98390600,0.73,0.7,0.03,4.2857,,,,,,
1/25/2021,143.070007,145.089996,136.539993,140.439682,157611700,0.73,0.7,0.03,4.2857,,,,,,
1/22/2021,136.279999,139.850006,135.020004,136.656555,114459400,0.73,0.7,0.03,4.2857,,,,,,
1/21/2021,133.800003,139.669998,133.589996,134.49469,120150900,0.73,0.7,0.03,4.2857,,,,,,
1/20/2021,128.660004,132.490005,128.550003,129.738724,104319500,0.73,0.7,0.03,4.2857,,,,,,
1/19/2021,127.779999,128.710007,126.940002,125.611595,90757300,0.73,0.7,0.03,4.2857,,,,,,
1/15/2021,128.779999,130.220001,127,124.933548,111598500,0.73,0.7,0.03,4.2857,,,,,,
1/14/2021,130.800003,131,128.759995,126.672852,90221800,0.73,0.7,0.03,4.2857,,,,,,
1/13/2021,128.759995,131.449997,128.490005,128.618484,88636800,0.73,0.7,0.03,4.2857,,,,,,
1/12/2021,128.5,129.690002,126.860001,126.564735,91951100,0.73,0.7,0.03,4.2857,,,,,,
1/11/2021,129.190002,130.169998,128.5,126.741608,100384500,0.73,0.7,0.03,4.2857,,,,,,
1/8/2021,132.429993,132.630005,130.229996,129.758347,105158200,0.73,0.7,0.03,4.2857,,,,,,
1/7/2021,128.360001,131.630005,127.860001,128.647934,109578200,0.73,0.7,0.03,4.2857,,,,,,
1/6/2021,127.720001,131.050003,126.379997,124.402916,155088000,0.73,0.7,0.03,4.2857,,,,,,
1/5/2021,128.889999,131.740005,128.429993,128.736389,97664900,0.73,0.7,0.03,4.2857,,,,,,
1/4/2021,133.520004,133.610001,126.760002,127.164169,143301900,0.73,0.7,0.03,4.2857,,,,,,
12/31/2020,134.080002,134.740005,131.720001,130.387222,99116600,0.73,0.7,0.03,4.2857,,,,,,
12/30/2020,135.580002,135.990005,133.399994,131.399399,96452100,0.73,0.7,0.03,4.2857,,,,,,
12/29/2020,138.050003,138.789993,134.339996,132.529388,121047300,0.73,0.7,0.03,4.2857,,,,,,
12/28/2020,133.990005,137.339996,133.509995,134.317825,124486200,0.73,0.7,0.03,4.2857,,,,,,
12/24/2020,131.320007,133.460007,131.100006,129.679718,54930100,0.73,0.7,0.03,4.2857,,,,,,
12/23/2020,132.160004,132.429993,130.779999,128.687241,88223700,0.73,0.7,0.03,4.2857,,,,,,
12/22/2020,131.610001,134.410004,129.649994,129.591293,168904800,0.73,0.7,0.03,4.2857,,,,,,
12/21/2020,125.019997,128.309998,123.449997,126.004631,121251600,0.73,0.7,0.03,4.2857,,,,,,
12/18/2020,128.960007,129.100006,126.120003,124.461884,192541500,0.73,0.7,0.03,4.2857,,,,,,
12/17/2020,128.899994,129.580002,128.039993,126.466492,94359800,0.73,0.7,0.03,4.2857,,,,,,
12/16/2020,127.410004,128.369995,126.559998,125.591927,98208600,0.73,0.7,0.03,4.2857,,,,,,
12/15/2020,124.339996,127.900002,124.129997,125.660713,157243700,0.73,0.7,0.03,4.2857,,,,,,
12/14/2020,122.599998,123.349998,121.540001,119.666573,79184500,0.73,0.7,0.03,4.2857,,,,,,
12/11/2020,122.43,122.760002,120.550003,120.285637,86939800,0.73,0.7,0.03,4.2857,,,,,,
12/10/2020,120.5,123.870003,120.150002,121.101242,81312200,0.73,0.7,0.03,4.2857,,,,,,
12/9/2020,124.529999,125.949997,121,119.666573,115089200,0.73,0.7,0.03,4.2857,,,,,,
12/8/2020,124.370003,124.980003,123.089996,122.221443,82225500,0.73,0.7,0.03,4.2857,,,,,,
12/7/2020,122.309998,124.57,122.25,121.602394,86712000,0.73,0.7,0.03,4.2857,,,,,,
12/4/2020,122.599998,122.860001,121.519997,120.12841,78260400,0.73,0.7,0.03,4.2857,,,,,,
12/3/2020,123.519997,123.779999,122.209999,120.806442,78967600,0.73,0.7,0.03,4.2857,,,,,,
12/2/2020,122.019997,123.370003,120.889999,120.944016,89004200,0.73,0.7,0.03,4.2857,,,,,,
12/1/2020,121.010002,123.470001,120.010002,120.590271,127728200,0.73,0.7,0.03,4.2857,,,,,,
11/30/2020,116.970001,120.970001,116.809998,116.983963,169410200,0.73,0.7,0.03,4.2857,,,,,,
11/27/2020,116.57,117.489998,116.220001,114.566628,46691300,0.73,0.7,0.03,4.2857,,,,,,
11/25/2020,115.550003,116.75,115.169998,114.016357,76499200,0.73,0.7,0.03,4.2857,,,,,,
11/24/2020,113.910004,115.849998,112.589996,113.171288,113874200,0.73,0.7,0.03,4.2857,,,,,,
11/23/2020,117.18,117.620003,113.75,111.874184,127959300,0.73,0.7,0.03,4.2857,,,,,,
11/20/2020,118.639999,118.769997,117.290001,115.303627,73604300,0.73,0.7,0.03,4.2857,,,,,,
11/19/2020,117.589996,119.059998,116.809998,116.58107,74113000,0.73,0.7,0.03,4.2857,,,,,,
11/18/2020,118.610001,119.82,118,115.981644,76322100,0.73,0.7,0.03,4.2857,,,,,,
11/17/2020,119.550003,120.669998,118.959999,117.318054,74271000,0.73,0.7,0.03,4.2857,,,,,,
11/16/2020,118.919998,120.989998,118.150002,118.212265,91183000,0.73,0.7,0.03,4.2857,,,,,,
11/13/2020,119.440002,119.669998,117.870003,117.190308,81581900,0.73,0.7,0.03,4.2857,,,,,,
11/12/2020,119.620003,120.529999,118.57,117.14119,103162300,0.73,0.7,0.03,4.2857,,,,,,
11/11/2020,117.190002,119.629997,116.440002,117.416313,112295000,0.73,0.7,0.03,4.2857,,,,,,
11/10/2020,115.550003,117.589996,114.129997,113.957405,138023400,0.73,0.7,0.03,4.2857,,,,,,
11/9/2020,120.5,121.989998,116.050003,114.301315,154515300,0.73,0.7,0.03,4.2857,,,,,,
11/6/2020,118.32,119.199997,116.129997,116.630196,114457900,0.73,0.7,0.03,4.2857,,,,,,
11/5/2020,117.949997,119.620003,116.870003,116.762856,126387100,0.73,0.7,0.03,4.2857,,,,,,
11/4/2020,114.139999,115.589996,112.349998,112.760559,138235500,0.73,0.7,0.03,4.2857,,,,,,
11/3/2020,109.660004,111.489998,108.730003,108.336479,107624400,0.73,0.7,0.03,4.2857,,,,,,
11/2/2020,109.110001,110.68,107.32,106.69828,122866900,0.73,0.7,0.03,4.2857,,,,,,
10/30/2020,111.059998,111.989998,107.720001,106.786568,190272600,0.73,0.7,0.03,4.2857,,,,,,
10/29/2020,112.370003,116.93,112.199997,113.123528,146129200,0.73,0.7,0.03,4.2857,,,,,,
10/28/2020,115.050003,115.43,111.099998,109.081993,143937800,0.65,0.51,0.14,27.451,,,,,,
10/27/2020,115.489998,117.279999,114.540001,114.379135,92276800,0.65,0.51,0.14,27.451,,,,,,
10/26/2020,114.010002,116.550003,112.879997,112.85865,111850700,0.65,0.51,0.14,27.451,,,,,,
10/23/2020,116.389999,116.550003,114.279999,112.848846,82572600,0.65,0.51,0.14,27.451,,,,,,
10/22/2020,117.449997,118.040001,114.589996,113.545334,101988000,0.65,0.51,0.14,27.451,,,,,,
10/21/2020,116.669998,118.709999,116.449997,114.64399,89946000,0.65,0.51,0.14,27.451,,,,,,
10/20/2020,116.199997,118.980003,115.629997,115.27182,124423700,0.65,0.51,0.14,27.451,,,,,,
10/19/2020,119.959999,120.419998,115.660004,113.770958,120639300,0.65,0.51,0.14,27.451,,,,,,
10/16/2020,121.279999,121.550003,118.809998,116.753052,115393800,0.65,0.51,0.14,27.451,,,,,,
10/15/2020,118.720001,121.199997,118.150002,118.410858,112559200,0.65,0.51,0.14,27.451,,,,,,
10/14/2020,121,123.029999,119.620003,118.881721,150712000,0.65,0.51,0.14,27.451,,,,,,
10/13/2020,125.269997,125.389999,119.650002,118.793411,262330500,0.65,0.51,0.14,27.451,,,,,,
10/12/2020,120.059998,125.18,119.279999,122.030563,240226800,0.65,0.51,0.14,27.451,,,,,,
10/9/2020,115.279999,117,114.919998,114.742096,100506900,0.65,0.51,0.14,27.451,,,,,,
10/8/2020,116.25,116.400002,114.589996,112.780197,83477200,0.65,0.51,0.14,27.451,,,,,,
10/7/2020,114.620003,115.550003,114.129997,112.8881,96849000,0.65,0.51,0.14,27.451,,,,,,
10/6/2020,115.699997,116.120003,112.25,111.004669,161498200,0.65,0.51,0.14,27.451,,,,,,
10/5/2020,113.910004,116.650002,113.550003,114.281029,106243800,0.65,0.51,0.14,27.451,,,,,,
10/2/2020,112.889999,115.370003,112.220001,110.867325,144712000,0.65,0.51,0.14,27.451,,,,,,
10/1/2020,117.639999,117.720001,115.830002,114.565514,116120400,0.65,0.51,0.14,27.451,,,,,,
9/30/2020,113.790001,117.260002,113.620003,113.604179,142675200,0.65,0.51,0.14,27.451,,,,,,
9/29/2020,114.550003,115.309998,113.57,111.916946,99382200,0.65,0.51,0.14,27.451,,,,,,
9/28/2020,115.010002,115.32,112.779999,112.77037,137672400,0.65,0.51,0.14,27.451,,,,,,
9/25/2020,108.43,112.440002,107.669998,110.141426,149981400,0.65,0.51,0.14,27.451,,,,,,
9/24/2020,105.169998,110.25,105,106.158745,167743300,0.65,0.51,0.14,27.451,,,,,,
9/23/2020,111.620003,112.110001,106.769997,105.079704,150718700,0.65,0.51,0.14,27.451,,,,,,
9/22/2020,112.68,112.860001,109.160004,109.680359,183055400,0.65,0.51,0.14,27.451,,,,,,
9/21/2020,104.540001,110.190002,103.099998,107.983322,195713800,0.65,0.51,0.14,27.451,,,,,,
9/18/2020,110.400002,110.879997,106.089996,104.805046,287104900,0.65,0.51,0.14,27.451,,,,,,
9/17/2020,109.720001,112.199997,108.709999,108.238373,178011000,0.65,0.51,0.14,27.451,,,,,,
9/16/2020,115.230003,116,112.040001,109.99427,154679000,0.65,0.51,0.14,27.451,,,,,,
9/15/2020,118.330002,118.830002,113.610001,113.339333,184642000,0.65,0.51,0.14,27.451,,,,,,
9/14/2020,114.720001,115.93,112.800003,113.16275,140150100,0.65,0.51,0.14,27.451,,,,,,
9/11/2020,114.57,115.230003,110,109.866753,180860300,0.65,0.51,0.14,27.451,,,,,,
9/10/2020,120.360001,120.5,112.5,111.328377,182274400,0.65,0.51,0.14,27.451,,,,,,
9/9/2020,117.260002,119.139999,115.260002,115.085426,176940500,0.65,0.51,0.14,27.451,,,,,,
9/8/2020,113.949997,118.989998,112.68,110.671127,231366600,0.65,0.51,0.14,27.451,,,,,,
9/4/2020,120.07,123.699997,110.889999,118.65609,332607200,0.65,0.51,0.14,27.451,,,,,,
9/3/2020,126.910004,128.839996,120.5,118.577614,257599600,0.65,0.51,0.14,27.451,,,,,,
9/2/2020,137.589996,137.979996,127,128.897217,200119000,0.65,0.51,0.14,27.451,,,,,,
9/1/2020,132.759995,134.800003,130.529999,131.624268,151948100,0.65,0.51,0.14,27.451,,,,,,
8/31/2020,127.580002,131,126,126.582191,225702700,0.65,0.51,0.14,27.451,,,,,,
